Genus	kingdom	phylum	class	order	family	full
Acidimicrobium	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Actinobacteria
Moritella	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Gammaproteobacteria
Elizabethkingia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Balneola	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Filimonas	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Subdivision3_genera_incertae_sedis	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Verrucomicrobia
Saccharopolyspora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinobacteria
Hanstruepera	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Actinomycetospora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinobacteria
Acholeplasma	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	ZLow Abundance
Kribbella	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinobacteria
Eoetvoesia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Betaproteobacteria
Latescibacteria_genera_incertae_sedis	Bacteria	Latescibacteria	Unassigned	Unassigned	Unassigned	ZLow Abundance
Psychrobium	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_incertae_sedis	Gammaproteobacteria
Temperatibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Temperatibacteraceae	Alphaproteobacteria
Thioalkalibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Gammaproteobacteria
Mesonia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Salinarimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Alphaproteobacteria
Pullulanibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Firmicutes
Shinella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Alphaproteobacteria
Polyangium	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	ZLow Abundance
Aestuariihabitans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Methylovulum	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Chloroflexus	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	ZLow Abundance
Henriciella	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Alphaproteobacteria
Sulfurimonas	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	ZLow Abundance
Caldicoprobacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_IV	Firmicutes
Methylonatrum	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Cetobacterium	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	ZLow Abundance
Brevibacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Actinobacteria
Aquisphaera	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Paraferrimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Gammaproteobacteria
Croceibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Thalassobacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Firmicutes
Echinicola	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Bacteroidetes
Motiliproteus	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Archangium	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	ZLow Abundance
Hymenobacter	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Fusobacterium	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	ZLow Abundance
Desulfobulbus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	ZLow Abundance
Rhodoligotrophos	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
Nitrospina	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	ZLow Abundance
Ferriphaselus	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Betaproteobacteria
Falsirhodobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Candidatus_Hydrogenedens	Bacteria	Hydrogenedentes	Unassigned	Unassigned	Unassigned	ZLow Abundance
Glaciihabitans	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Sphaerobacter	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	ZLow Abundance
Vampirovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	ZLow Abundance
Truepera	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	ZLow Abundance
Thiocapsa	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria
Desulfonema	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	ZLow Abundance
Herbaspirillum	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Betaproteobacteria
Thalassotalea	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Gammaproteobacteria
Spiribacter	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Cryptosporangium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Actinobacteria
Nitriliruptor	Bacteria	Actinobacteria	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Actinobacteria
Lentibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Firmicutes
Acidisoma	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Alphaproteobacteria
Simiduia	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Thermoanaerobaculum	Bacteria	Acidobacteria	Acidobacteria_Gp23	Unassigned	Unassigned	Acidobacteria
Uliginosibacterium	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Betaproteobacteria
Algicola	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Gammaproteobacteria
Sandarakinorhabdus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Acidobacterium	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Acidobacteria
Hahella	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Gammaproteobacteria
Thioalkalivibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Oceanisphaera	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Gammaproteobacteria
Propionibacterium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Actinobacteria
Lautropia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Betaproteobacteria
Ferritrophicum	Bacteria	Proteobacteria	Betaproteobacteria	Ferritrophicales	Ferritrophicaceae	Betaproteobacteria
Aeribacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Firmicutes
Rudaea	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Prolixibacter	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Bacteroidetes
Clostridium_XVIII	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Firmicutes
Desulfuromonas	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	ZLow Abundance
Umboniibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Verrucomicrobium	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobia
Luteivirga	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Bacteroidetes
Nesiotobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Fulvimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Gammaproteobacteria
Subsaximicrobium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Desulfofrigus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	ZLow Abundance
Mucilaginibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Bacteroidetes
Gynuella	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillales_incertae_sedis	Gammaproteobacteria
Nocardiopsis	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Actinobacteria
Bradymonas	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadaceae	ZLow Abundance
Parabacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroidetes
Ferruginibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Desulfococcus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	ZLow Abundance
Balneatrix	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Muriicola	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Nitrincola	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Gammaproteobacteria
Derxia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Betaproteobacteria
Roseococcus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Alphaproteobacteria
Kineosporia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Actinobacteria
Phycisphaera	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Planctomycetes
Methylovirgula	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Alphaproteobacteria
Persicitalea	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Desulfobacca	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	ZLow Abundance
Weissella	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Firmicutes
Fodinicola	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Actinobacteria
Rhizomicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unassigned	Alphaproteobacteria
Pseudochrobactrum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Alphaproteobacteria
Roseburia	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Firmicutes
Gp9	Bacteria	Acidobacteria	Acidobacteria_Gp9	Unassigned	Unassigned	Acidobacteria
Taibaiella	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Candidatus_Koribacter	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Acidobacteria
Pseudoclavibacter	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Actinobacteria
Luteococcus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Actinobacteria
Kocuria	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Actinobacteria
Kofleria	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	ZLow Abundance
Coprococcus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Firmicutes
Segetibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Peredibacter	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	ZLow Abundance
Bizionia	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Salegentibacter	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Vagococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Firmicutes
Tangfeifania	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Bacteroidetes
Tessaracoccus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Actinobacteria
Ilyobacter	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	ZLow Abundance
Olivibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Bacteroidetes
Parcubacteria_genera_incertae_sedis	Bacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	ZLow Abundance
Defluviimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Ochrobactrum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Alphaproteobacteria
BRC1_genera_incertae_sedis	Bacteria	BRC1	Unassigned	Unassigned	Unassigned	ZLow Abundance
Flavitalea	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Fluviimonas	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Bacteroidetes
Marichromatium	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Gammaproteobacteria
Kyrpidia	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Firmicutes
Celerinatantimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Celerinatantimonadaceae	Gammaproteobacteria
Kitasatospora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Actinobacteria
Micrococcus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Actinobacteria
Desulfonatronum	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronaceae	ZLow Abundance
Salinimicrobium	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Enterococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Firmicutes
Salinicola	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Gammaproteobacteria
Turicibacter	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Firmicutes
Labilithrix	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	ZLow Abundance
Cereibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Patulibacter	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Patulibacteraceae	Actinobacteria
Asticcacaulis	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Alphaproteobacteria
Pleomorphomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Alphaproteobacteria
Fabibacter	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Bacteroidetes
Rhodopila	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Alphaproteobacteria
Tetrasphaera	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Actinobacteria
Paralcaligenes	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Betaproteobacteria
Microtetraspora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Actinobacteria
Sulfuricurvum	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	ZLow Abundance
Alcaligenes	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Betaproteobacteria
Arachidicoccus	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
Phaselicystis	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	ZLow Abundance
Alishewanella	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gammaproteobacteria
Sunxiuqinia	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Bacteroidetes
Chitinimonas	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Betaproteobacteria
Falsochrobactrum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Alphaproteobacteria
Zymomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Pleionea	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Promicromonospora	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Actinobacteria
Planctopirus	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomycetes
Luteibaculum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Bacteroidetes
Rubellimicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Alphaproteobacteria
Iamia	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Actinobacteria
Aquaspirillum	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Betaproteobacteria
Brenneria	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Gammaproteobacteria
Lysinimicrobium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Demequinaceae	Actinobacteria
Halobacteriovorax	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	ZLow Abundance
Terrisporobacter	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Firmicutes
Xiphinematobacter	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Verrucomicrobia
Sphingobacterium	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Bacteroidetes
Afifella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Alphaproteobacteria
Nitratireductor	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Alphaproteobacteria
Thermobifida	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Actinobacteria
Leeuwenhoekiella	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Sphingosinicella	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alphaproteobacteria
Methylibium	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Betaproteobacteria
Panacagrimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Gammaproteobacteria
Methylomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Gammaproteobacteria
Peptococcus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Firmicutes
Permianibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Gammaproteobacteria
Thiolapillus	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Gammaproteobacteria
Formivibrio	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Betaproteobacteria
Desulfobacterium	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	ZLow Abundance
Seonamhaeicola	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bacteroidetes
Oceanococcus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Gammaproteobacteria
Pelosinus	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Firmicutes
Kiloniella	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Alphaproteobacteria
Xanthobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Alphaproteobacteria
Brevibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Firmicutes
Williamsia	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Actinobacteria
Cecembia	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Bacteroidetes
Nannocystis	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	ZLow Abundance
Paraperlucidibaca	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Gammaproteobacteria
Enhygromyxa	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	ZLow Abundance
Ornithinimicrobium	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Actinobacteria
Candidatus_Anammoxoglobus	Bacteria	Planctomycetes	Planctomycetia	Candidatus_Brocadiales	Candidatus_Brocadiaceae	Planctomycetes
Magnetospira	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Alphaproteobacteria
Bauldia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Alphaproteobacteria
Lactonifactor	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Firmicutes
Lacibacter	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Bacteroidetes
